time,robot,pos,state,carrying_task
166,2,"(10, 9)",to_dropoff,2
166,3,"(11, 9)",to_dropoff,3
166,4,"(10, 9)",to_dropoff,4
167,1,"(11, 9)",to_dropoff,1
167,2,"(10, 9)",to_dropoff,2
167,3,"(11, 9)",to_dropoff,3
167,4,"(10, 9)",to_dropoff,4
168,1,"(11, 9)",to_dropoff,1
168,2,"(10, 9)",to_dropoff,2
168,3,"(11, 9)",to_dropoff,3
168,4,"(10, 9)",to_dropoff,4
169,1,"(11, 9)",to_dropoff,1
169,2,"(10, 9)",to_dropoff,2
169,3,"(11, 9)",to_dropoff,3
169,4,"(10, 9)",to_dropoff,4
170,1,"(11, 9)",to_dropoff,1
170,2,"(10, 9)",to_dropoff,2
170,3,"(11, 9)",to_dropoff,3
170,4,"(10, 9)",to_dropoff,4
171,1,"(11, 9)",to_dropoff,1
171,2,"(10, 9)",to_dropoff,2
171,3,"(11, 9)",to_dropoff,3
171,4,"(10, 9)",to_dropoff,4
172,1,"(11, 9)",to_dropoff,1
172,2,"(10, 9)",to_dropoff,2
172,3,"(11, 9)",to_dropoff,3
172,4,"(10, 9)",to_dropoff,4
173,1,"(11, 9)",to_dropoff,1
173,2,"(10, 9)",to_dropoff,2
173,3,"(11, 9)",to_dropoff,3
173,4,"(10, 9)",to_dropoff,4
174,1,"(11, 9)",to_dropoff,1
174,2,"(10, 9)",to_dropoff,2
174,3,"(11, 9)",to_dropoff,3
174,4,"(10, 9)",to_dropoff,4
175,1,"(11, 9)",to_dropoff,1
175,2,"(10, 9)",to_dropoff,2
175,3,"(11, 9)",to_dropoff,3
175,4,"(10, 9)",to_dropoff,4
176,1,"(11, 9)",to_dropoff,1
176,2,"(10, 9)",to_dropoff,2
176,3,"(11, 9)",to_dropoff,3
176,4,"(10, 9)",to_dropoff,4
177,1,"(11, 9)",to_dropoff,1
177,2,"(10, 9)",to_dropoff,2
177,3,"(11, 9)",to_dropoff,3
177,4,"(10, 9)",to_dropoff,4
178,1,"(11, 9)",to_dropoff,1
178,2,"(10, 9)",to_dropoff,2
178,3,"(11, 9)",to_dropoff,3
178,4,"(10, 9)",to_dropoff,4
179,1,"(11, 9)",to_dropoff,1
179,2,"(10, 9)",to_dropoff,2
179,3,"(11, 9)",to_dropoff,3
179,4,"(10, 9)",to_dropoff,4
180,1,"(11, 9)",to_dropoff,1
180,2,"(10, 9)",to_dropoff,2
180,3,"(11, 9)",to_dropoff,3
180,4,"(10, 9)",to_dropoff,4
181,1,"(11, 9)",to_dropoff,1
181,2,"(10, 9)",to_dropoff,2
181,3,"(11, 9)",to_dropoff,3
181,4,"(10, 9)",to_dropoff,4
182,1,"(11, 9)",to_dropoff,1
182,2,"(10, 9)",to_dropoff,2
182,3,"(11, 9)",to_dropoff,3
182,4,"(10, 9)",to_dropoff,4
183,1,"(11, 9)",to_dropoff,1
183,2,"(10, 9)",to_dropoff,2
183,3,"(11, 9)",to_dropoff,3
183,4,"(10, 9)",to_dropoff,4
184,1,"(11, 9)",to_dropoff,1
184,2,"(10, 9)",to_dropoff,2
184,3,"(11, 9)",to_dropoff,3
184,4,"(10, 9)",to_dropoff,4
185,1,"(11, 9)",to_dropoff,1
185,2,"(10, 9)",to_dropoff,2
185,3,"(11, 9)",to_dropoff,3
185,4,"(10, 9)",to_dropoff,4
186,1,"(11, 9)",to_dropoff,1
186,2,"(10, 9)",to_dropoff,2
186,3,"(11, 9)",to_dropoff,3
186,4,"(10, 9)",to_dropoff,4
187,1,"(11, 9)",to_dropoff,1
187,2,"(10, 9)",to_dropoff,2
187,3,"(11, 9)",to_dropoff,3
187,4,"(10, 9)",to_dropoff,4
188,1,"(11, 9)",to_dropoff,1
188,2,"(10, 9)",to_dropoff,2
188,3,"(11, 9)",to_dropoff,3
188,4,"(10, 9)",to_dropoff,4
189,1,"(11, 9)",to_dropoff,1
189,2,"(10, 9)",to_dropoff,2
189,3,"(11, 9)",to_dropoff,3
189,4,"(10, 9)",to_dropoff,4
190,1,"(11, 9)",to_dropoff,1
190,2,"(10, 9)",to_dropoff,2
190,3,"(11, 9)",to_dropoff,3
190,4,"(10, 9)",to_dropoff,4
191,1,"(11, 9)",to_dropoff,1
191,2,"(10, 9)",to_dropoff,2
191,3,"(11, 9)",to_dropoff,3
191,4,"(10, 9)",to_dropoff,4
192,1,"(11, 9)",to_dropoff,1
192,2,"(10, 9)",to_dropoff,2
192,3,"(11, 9)",to_dropoff,3
192,4,"(10, 9)",to_dropoff,4
193,1,"(11, 9)",to_dropoff,1
193,2,"(10, 9)",to_dropoff,2
193,3,"(11, 9)",to_dropoff,3
193,4,"(10, 9)",to_dropoff,4
194,1,"(11, 9)",to_dropoff,1
194,2,"(10, 9)",to_dropoff,2
194,3,"(11, 9)",to_dropoff,3
194,4,"(10, 9)",to_dropoff,4
195,1,"(11, 9)",to_dropoff,1
195,2,"(10, 9)",to_dropoff,2
195,3,"(11, 9)",to_dropoff,3
195,4,"(10, 9)",to_dropoff,4
196,1,"(11, 9)",to_dropoff,1
196,2,"(10, 9)",to_dropoff,2
196,3,"(11, 9)",to_dropoff,3
196,4,"(10, 9)",to_dropoff,4
197,1,"(11, 9)",to_dropoff,1
197,2,"(10, 9)",to_dropoff,2
197,3,"(11, 9)",to_dropoff,3
197,4,"(10, 9)",to_dropoff,4
198,1,"(11, 9)",to_dropoff,1
198,2,"(10, 9)",to_dropoff,2
198,3,"(11, 9)",to_dropoff,3
198,4,"(10, 9)",to_dropoff,4
199,1,"(11, 9)",to_dropoff,1
199,2,"(10, 9)",to_dropoff,2
199,3,"(11, 9)",to_dropoff,3
199,4,"(10, 9)",to_dropoff,4
